7:
 num     #instances         #bytes  class name (module)
 386:            61           1952  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@21.0.12)
 387:           122           1952  jdk.proxy1.$Proxy0 (jdk.proxy1)
 388:            81           1944  java.util.ServiceLoader$2 (java.base@21.0.12)
 389:           121           1936  jdk.proxy2.$Proxy61 (jdk.proxy2)
 390:           120           1920  jdk.proxy1.$Proxy2 (jdk.proxy1)
 391:            40           1920  org.antlr.v4.runtime.atn.StarBlockStartState
 392:            40           1920  org.antlr.v4.runtime.atn.StarLoopEntryState
 393:            30           1920  org.apache.tomcat.util.res.StringManager$1
 394:            60           1920  org.h2.expression.condition.Comparison
 395:            80           1920  org.h2.mvstore.CursorPos
 396:            60           1920  org.springframework.asm.Type
 397:            59           1888  org.springframework.boot.loader.net.protocol.jar.JarFileUrlKey
 398:           118           1888  org.springframework.boot.loader.net.protocol.jar.UrlJarFiles$$Lambda/0x000000b001011050
 399:           118           1888  org.springframework.boot.loader.net.protocol.jar.UrlNestedJarFile$$Lambda/0x000000b00101d870
 400:            59           1888  org.springframework.core.annotation.AttributeMethods
 401:            47           1880  java.lang.invoke.VarHandle$AccessDescriptor (java.base@21.0.12)
 402:            78           1872  org.springframework.cglib.core.Signature
 403:            58           1856  java.time.format.DateTimeFormatterBuilder$NumberPrinterParser (java.base@21.0.12)
 404:            58           1856  org.antlr.v4.runtime.atn.ArrayPredictionContext
 405:            58           1856  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.12)
 406:            53           1840  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser; (java.base@21.0.12)
 407:            46           1840  org.antlr.v4.runtime.atn.ATNConfigSet
 408:            23           1840  org.h2.mvstore.MVMap
 409:            46           1840  sun.reflect.generics.repository.MethodRepository (java.base@21.0.12)
 410:             2           1832  [Lorg.antlr.v4.runtime.atn.RuleStartState;
 411:             2           1832  [Lorg.antlr.v4.runtime.atn.RuleStopState;
 412:            15           1800  java.lang.Thread (java.base@21.0.12)
 413:            56           1792  jdk.jfr.internal.settings.StackTraceSetting (jdk.jfr@21.0.12)
 414:            58           1784  [Lorg.antlr.v4.runtime.atn.PredictionContext;
 415:            74           1776  com.fasterxml.jackson.databind.introspect.MemberKey
 416:            74           1776  org.antlr.v4.runtime.misc.IntervalSet
 417:            61           1760  [Ljava.util.regex.Pattern$Node; (java.base@21.0.12)
 418:            22           1760  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap
 419:           110           1760  java.util.regex.Pattern$$Lambda/0x800000028 (java.base@21.0.12)
 420:            20           1760  org.h2.jdbc.JdbcConnection
 421:           110           1760  org.hibernate.query.sqm.produce.function.StandardFunctionReturnTypeResolvers$1
 422:            13           1752  [Ljava.lang.ClassValue$Entry; (java.base@21.0.12)
 423:           108           1728  java.util.concurrent.atomic.AtomicReference (java.base@21.0.12)
 424:            72           1728  org.h2.table.IndexColumn
 425:            71           1704  java.lang.invoke.Invokers (java.base@21.0.12)
 426:            71           1704  java.util.regex.Pattern$Slice (java.base@21.0.12)
 427:            53           1696  java.security.spec.EllipticCurve (java.base@21.0.12)
 428:            53           1696  org.springframework.boot.loader.zip.ZipContent$Entry
 429:            53           1696  sun.security.util.ObjectIdentifier (java.base@21.0.12)
 430:             6           1680  java.util.concurrent.ConcurrentHashMap$CounterCell (java.base@21.0.12)
 431:            52           1664  com.fasterxml.jackson.core.io.SerializedString
 432:            69           1656  org.springframework.boot.autoconfigure.condition.OnClassCondition
 433:           103           1648  org.springframework.expression.common.LiteralExpression
 434:           102           1632  org.hibernate.internal.CoreMessageLogger_$logger
 435:            51           1632  org.hibernate.validator.internal.metadata.core.BuiltinConstraint
 436:            20           1600  [Ljava.sql.Statement; (java.sql@21.0.12)
 437:            50           1600  [Lorg.apache.tomcat.util.http.ServerCookie;
 438:            40           1600  java.time.format.DateTimeFormatter (java.base@21.0.12)
 439:            40           1600  org.antlr.v4.runtime.atn.StarLoopbackState
 440:            50           1600  org.apache.catalina.core.ApplicationFilterChain
 441:            50           1600  org.apache.coyote.http11.Http11InputBuffer$HeaderParseData
 442:            50           1600  org.apache.coyote.http11.filters.BufferedInputFilter
 443:            50           1600  org.apache.coyote.http11.filters.IdentityOutputFilter
 444:            50           1600  org.apache.tomcat.util.buf.B2CConverter
 445:            50           1600  org.apache.tomcat.util.buf.UEncoder
 446:            50           1600  org.apache.tomcat.util.http.parser.HttpHeaderParser
 447:            50           1600  org.apache.tomcat.util.http.parser.HttpHeaderParser$HeaderParseData
 448:            20           1600  org.h2.command.dml.Update
 449:            40           1600  org.h2.index.IndexCondition
 450:            58           1592  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.12)
 451:            33           1584  java.time.temporal.ValueRange (java.base@21.0.12)
 452:             2           1568  [Lorg.h2.value.ValueInteger;
 453:            39           1560  com.fasterxml.jackson.databind.MapperFeature
 454:            39           1560  java.util.ResourceBundle$BundleReference (java.base@21.0.12)
 455:            39           1560  org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder
 456:            64           1536  java.security.Permissions (java.base@21.0.12)
 457:            96           1536  java.util.regex.Pattern$BitClass (java.base@21.0.12)
 458:            12           1536  org.apache.tomcat.util.threads.TaskThread
 459:            64           1536  org.hibernate.validator.internal.properties.Signature
 460:            24           1536  sun.security.ec.SunEC$ProviderServiceA (jdk.crypto.ec@21.0.12)
 461:            95           1520  org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor$Source
 462:            21           1512  org.h2.expression.aggregate.Aggregate
 463:            47           1504  com.fasterxml.jackson.databind.introspect.AnnotatedField
 464:            94           1504  java.util.Collections$SingletonSet (java.base@21.0.12)
 465:            47           1504  org.springframework.format.support.FormattingConversionService$PrinterConverter
 466:            62           1488  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@21.0.12)
 467:            10           1440  java.text.DecimalFormat (java.base@21.0.12)
 468:            30           1440  java.time.temporal.ChronoField (java.base@21.0.12)
 469:            60           1440  jdk.internal.module.ModuleReferenceImpl$CachedHash (java.base@21.0.12)
 470:            20           1440  org.h2.command.dml.TransactionCommand
 471:            30           1440  org.springframework.beans.PropertyValue
 472:            60           1440  org.springframework.boot.loader.zip.ZipContent$Source
 473:             3           1432  [[B (java.base@21.0.12)
 474:            59           1416  java.util.jar.Manifest (java.base@21.0.12)
 475:            59           1416  jdk.internal.loader.URLClassPath$Loader (java.base@21.0.12)
 476:            59           1416  org.springframework.boot.loader.jar.ManifestInfo
 477:            59           1416  org.springframework.boot.loader.net.protocol.nested.NestedLocation
 478:            44           1408  org.springframework.http.MediaType
 479:            35           1400  java.math.BigDecimal (java.base@21.0.12)
 480:            35           1400  org.hibernate.event.service.internal.EventListenerGroupImpl
 481:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@21.0.12)
 482:            43           1376  com.fasterxml.jackson.databind.type.TypeBindings
 483:            19           1368  org.springframework.web.method.HandlerMethod
 484:            28           1344  java.lang.invoke.MethodHandleImpl$CountingWrapper (java.base@21.0.12)
 485:            28           1344  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@21.0.12)
 486:            42           1344  org.h2.mvstore.tx.VersionedValueUncommitted
 487:            33           1320  java.lang.Thread$FieldHolder (java.base@21.0.12)
 488:            33           1320  java.security.AccessControlContext (java.base@21.0.12)
 489:            33           1320  java.util.PropertyResourceBundle (java.base@21.0.12)
 490:            54           1296  java.security.spec.ECPoint (java.base@21.0.12)
 491:            27           1296  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@21.0.12)
 492:            54           1296  java.util.regex.Pattern$CharPropertyGreedy (java.base@21.0.12)
 493:            81           1296  jdk.proxy1.$Proxy3 (jdk.proxy1)
 494:            23           1288  java.util.Properties (java.base@21.0.12)
 495:            39           1280  [Ljava.math.BigInteger; (java.base@21.0.12)
 496:            20           1280  org.h2.util.SmallLRUCache
 497:            32           1280  org.hibernate.type.descriptor.sql.internal.DdlTypeImpl
 498:            53           1272  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser (java.base@21.0.12)
 499:            52           1248  java.io.FilePermissionCollection (java.base@21.0.12)
 500:            39           1248  org.hibernate.service.spi.ServiceBinding
 501:            26           1248  org.hibernate.validator.internal.metadata.raw.ConstrainedExecutable
 502:            31           1240  ch.qos.logback.core.status.InfoStatus
 503:            22           1232  com.fasterxml.jackson.databind.type.CollectionType
 504:            11           1232  java.util.GregorianCalendar (java.base@21.0.12)
 505:            77           1232  org.apache.juli.logging.DirectJDKLog
 506:            11           1232  org.h2.engine.Mode
 507:            77           1232  org.hibernate.query.sqm.produce.function.StandardFunctionArgumentTypeResolvers$$Lambda/0x000000b00170caa0
 508:            19           1216  java.nio.DirectByteBuffer (java.base@21.0.12)
 509:            38           1216  java.util.concurrent.atomic.LongAdder (java.base@21.0.12)
 510:            38           1216  org.hibernate.event.spi.EventType
 511:             3           1200  [[Lorg.antlr.v4.runtime.atn.ATNConfig;
 512:            50           1200  org.apache.catalina.core.ApplicationMapping
